"Self Certification Test Report"
"Service\Protocol Name","Total","Failed","Passed"
"BootServicesTest\EventTimerandPriorityServicesTest","34","0","34"
"BootServicesTest\MemoryAllocationServicesTest","138","0","138"
"BootServicesTest\ProtocolHandlerServicesTest","1216","6","1210"
"BootServicesTest\ImageServicesTest","123","2","121"
"BootServicesTest\MiscBootServicesTest","132","3","129"
"RuntimeServicesTest\VariableServicesTest","59","8","51"
"RuntimeServicesTest\TimeServicesTest","46","4","42"
"RuntimeServicesTest\MiscRuntimeServicesTest","12","4","8"
"LoadedImageProtocolTest","1492","0","1492"
"DevicePathProcotols\DevicePathProcotolTest","12","0","12"
"DevicePathProcotols\DevicePathUtilitiesProcotolTest","21","0","21"
"DevicePathProcotols\DevicePathToTextProcotolTest","55","36","19"
"NetworkSupportTest\SimpleNetworkProtocolTest","28","1","27"
"StringServiceTest\UnicodeCollation2ProtocolTest","12","0","12"
"ConsoleSupportTest\SimpleTextInputExProtocolTest","10","0","10"
"ConsoleSupportTest\SimpleInputProtocolTest","4","0","4"
"ConsoleSupportTest\SimpleOutputProtocolTest","66","0","66"
"GenericTest\EFICompliantTest","35","27","8"
"MediaAccessTest\SimpleFileSystemProtocolTest","147","35","112"
"MediaAccessTest\BlockIOProtocolTest","16","0","16"
"HIITest\HIIDatabaseProtocolTest","22","4","18"
"SecureTechTest\RNGProtocolTest","10","0","10"
"Total service\Protocol","3690","130","3560"

"Service\Protocol Name","Index","Instance","Iteration","Guid","Result","Title","Runtime Information","Case Revision","Case GUID","Device Path","Logfile Name"
"BootServicesTest\MiscBootServicesTest","5.1.5.5.19","0","0","0EC16C83-177D-461A-9622-42508C99D966","FAIL","BS.GetNextMonotonicCount - GetNextMonotonicCount() gets the high 32-bit after reset at EFI_TPL_NOTIFY.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/BootServices/MiscBootServices/BlackBoxTest/MiscBootServicesBBTestFunction.c:1726:Count - 3, Count2 - 0, TPL - 16","0x00010001","D35AAEF2-55FB-4377-A07B-29DCA3201F19","No device path","GetNextMonotonicCount_Func_0_0_D35AAEF2-55FB-4377-A07B-29DCA3201F19.log"
"RuntimeServicesTest\VariableServicesTest","5.2.1.3.44","0","0","E9893BCB-EF2B-495C-82F0-D0630DA79476","FAIL","RT.SetVariable - SetVariable to enroll an invalid time based authenticated variable which signed by certificate but several bit changed. ","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/RuntimeServices/VariableServices/BlackBoxTest/AuthVariableServicesBBTestConformance.c:225:Status - Success","0x00010000","28155531-80C5-4AD0-8471-A5E2AECF236C","No device path","AuthVar_Conf_0_0_28155531-80C5-4AD0-8471-A5E2AECF236C.log"
"RuntimeServicesTest\VariableServicesTest","5.2.1.3.45","0","0","2534ABC0-1F01-48A0-96DE-F8BBA745C364","FAIL","RT.SetVariable - SetVariable to enroll time based authenticated variable which signed by certificate with invalid attribute. ","Attributes = Array[0]. /home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/RuntimeServices/VariableServices/BlackBoxTest/AuthVariableServicesBBTestConformance.c:254:Status - Invalid Parameter","0x00010000","28155531-80C5-4AD0-8471-A5E2AECF236C","No device path","AuthVar_Conf_0_0_28155531-80C5-4AD0-8471-A5E2AECF236C.log"
"RuntimeServicesTest\VariableServicesTest","","0","0","55AF8FAD-1B12-45AD-B042-A643962F0470","FAIL","RT.SetVariable - Set Auth Variable with invalid cert.","Attributes = Array[0]. /home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/RuntimeServices/VariableServices/BlackBoxTest/AuthVariableServicesBBTestConformance.c:279:Status - Invalid Parameter","0x00010000","28155531-80C5-4AD0-8471-A5E2AECF236C","No device path","AuthVar_Conf_0_0_28155531-80C5-4AD0-8471-A5E2AECF236C.log"
"RuntimeServicesTest\VariableServicesTest","5.2.1.3.30","0","0","AA6BF36F-DAE5-43ED-954D-C1C7979D32A0","FAIL","RT.SetVariable - The 2nd Call SetVariable with the same Data, the return status should be EFI_SECURITY_VIOLATION ","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/RuntimeServices/VariableServices/BlackBoxTest/AuthVariableServicesBBTestFunction.c:695:Status - Success","0x00010000","9338D0EC-807B-4750-986A-8F2A91BB3616","No device path","AuthVar_Func_0_0_9338D0EC-807B-4750-986A-8F2A91BB3616.log"
"RuntimeServicesTest\VariableServicesTest","5.2.1.3.44","0","0","E9893BCB-EF2B-495C-82F0-D0630DA79476","FAIL","RT.SetVariable - SetVariable to enroll an invalid time based authenticated variable which signed by certificate but several bit changed. ","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/RuntimeServices/VariableServices/BlackBoxTest/VariableServicesBBTestConformance.c:2170:Status - Not Found, Expected - Invalid Parameter","0x00010000","E8014C92-15C4-42A8-8B0D-6080C47D3778","No device path","GetNextVariableName_Conf_0_0_E8014C92-15C4-42A8-8B0D-6080C47D3778.log"
"RuntimeServicesTest\VariableServicesTest","5.2.1.3.45","0","0","2534ABC0-1F01-48A0-96DE-F8BBA745C364","FAIL","RT.SetVariable - SetVariable to enroll time based authenticated variable which signed by certificate with invalid attribute. ","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/RuntimeServices/VariableServices/BlackBoxTest/VariableServicesBBTestConformance.c:2330:Status - Not Found, Expected - Invalid Parameter","0x00010000","E8014C92-15C4-42A8-8B0D-6080C47D3778","No device path","GetNextVariableName_Conf_0_0_E8014C92-15C4-42A8-8B0D-6080C47D3778.log"
"RuntimeServicesTest\VariableServicesTest","5.2.1.4.4","0","0","E7F2EB9F-1624-45A9-A287-3EA6F2F74C5F","FAIL","RT.QueryVariableInfo  Query variable info when Attributes is not a combination of EFI_VARIABLE_RUNTIME_ACCESS,EFI_VARIABLE_BOOTSERVICE_ACCESS and EFI_VARIABLE_NON_VOLATILE.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/RuntimeServices/VariableServices/BlackBoxTest/VariableServicesBBTestConformance.c:3367:Status - Success, Expected - Invalid Parameter","0x00010000","61758774-91A3-47DD-BDBD-B81094A5F62D","No device path","QueryVariableInfo_Conf_0_0_61758774-91A3-47DD-BDBD-B81094A5F62D.log"
"RuntimeServicesTest\VariableServicesTest","5.2.1.4.5","0","0","2F9966BA-0091-4085-BF9D-09AA809F942E","FAIL","RT.QueryVariableInfo  Query variable info with an invalid combination of Attributes.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/RuntimeServices/VariableServices/BlackBoxTest/VariableServicesBBTestConformance.c:3448:Status - Success, Expected - Invalid Parameter (Variable Attribute 0x4)","0x00010000","61758774-91A3-47DD-BDBD-B81094A5F62D","No device path","QueryVariableInfo_Conf_0_0_61758774-91A3-47DD-BDBD-B81094A5F62D.log"
"RuntimeServicesTest\TimeServicesTest","5.2.2.2.32","0","0","B39BC904-55E7-4B9B-B4D8-274ADD71D625","FAIL","RT.SetTime - SetTime() returns EFI_SUCCESS to update the daylight at EFI_TPL_APPLICATION.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/RuntimeServices/TimeServices/BlackBoxTest/TimeServicesBBTestFunction.c:606:Status - Success, TPL - 4","0x00010000","603B46BE-7E14-408A-93D7-DD9DEC732968","No device path","SetTime_Func_0_0_603B46BE-7E14-408A-93D7-DD9DEC732968.log"
"RuntimeServicesTest\TimeServicesTest","5.2.2.2.36","0","0","EA99DEC5-B879-4C8D-BFD1-F63FE75899BF","FAIL","RT.SetTime - SetTime() returns EFI_SUCCESS to update the TimeZone at EFI_TPL_APPLICATION.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/RuntimeServices/TimeServices/BlackBoxTest/TimeServicesBBTestFunction.c:714:Status - Success, TPL - 4","0x00010000","603B46BE-7E14-408A-93D7-DD9DEC732968","No device path","SetTime_Func_0_0_603B46BE-7E14-408A-93D7-DD9DEC732968.log"
"RuntimeServicesTest\TimeServicesTest","5.2.2.2.33","0","0","54DAF29B-48E6-4FA4-AD00-B8D648AF7D88","FAIL","RT.SetTime - SetTime() returns EFI_SUCCESS to update the daylight at EFI_TPL_CALLBACK.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/RuntimeServices/TimeServices/BlackBoxTest/TimeServicesBBTestFunction.c:606:Status - Success, TPL - 8","0x00010000","603B46BE-7E14-408A-93D7-DD9DEC732968","No device path","SetTime_Func_0_0_603B46BE-7E14-408A-93D7-DD9DEC732968.log"
"RuntimeServicesTest\TimeServicesTest","5.2.2.2.37","0","0","D9C645B9-52DE-415C-ABDC-7226CE6A30B1","FAIL","RT.SetTime - SetTime() returns EFI_SUCCESS to update the TimeZone at EFI_TPL_CALLBACK.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/RuntimeServices/TimeServices/BlackBoxTest/TimeServicesBBTestFunction.c:714:Status - Success, TPL - 8","0x00010000","603B46BE-7E14-408A-93D7-DD9DEC732968","No device path","SetTime_Func_0_0_603B46BE-7E14-408A-93D7-DD9DEC732968.log"
"RuntimeServicesTest\MiscRuntimeServicesTest","5.2.4.2.1","0","0","F48A2AC4-BCE7-4FA7-9E1B-B96FF860E30A","FAIL","RT.UpdateCapsule - invoke UpdateCapsule with invalid CapsuleCount","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/RuntimeServices/MiscRuntimeServices/BlackBoxTest/MiscRuntimeServicesBBTestConformance.c:110:Status - Unsupported","0x00010000","7227CFAC-CA96-4680-9314-E3FBC60A2A61","No device path","UpdateCapsule_Conf_0_0_7227CFAC-CA96-4680-9314-E3FBC60A2A61.log"
"RuntimeServicesTest\MiscRuntimeServicesTest","5.2.4.2.2","0","0","304F6960-79D0-4F17-8811-620FC6BDB0D4","FAIL","RT.UpdateCapsule - invoke UpdateCapsule with invalid ScatterGatherList","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/RuntimeServices/MiscRuntimeServices/BlackBoxTest/MiscRuntimeServicesBBTestConformance.c:143:Status - Unsupported","0x00010000","7227CFAC-CA96-4680-9314-E3FBC60A2A61","No device path","UpdateCapsule_Conf_0_0_7227CFAC-CA96-4680-9314-E3FBC60A2A61.log"
"RuntimeServicesTest\MiscRuntimeServicesTest","5.2.4.2.3","0","0","18F86BF8-76CF-4225-8E3E-1B1F63432600","FAIL","RT.UpdateCapsule - invoke UpdateCapsule with invalid Flags","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/RuntimeServices/MiscRuntimeServices/BlackBoxTest/MiscRuntimeServicesBBTestConformance.c:177:Status - Unsupported","0x00010000","7227CFAC-CA96-4680-9314-E3FBC60A2A61","No device path","UpdateCapsule_Conf_0_0_7227CFAC-CA96-4680-9314-E3FBC60A2A61.log"
"RuntimeServicesTest\MiscRuntimeServicesTest","","0","0","145E4790-3342-4C8C-99F2-7F6500FD26E5","FAIL","RT.UpdateCapsule - invoke UpdateCapsule with invalid Flags","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/RuntimeServices/MiscRuntimeServices/BlackBoxTest/MiscRuntimeServicesBBTestConformance.c:209:Status - Unsupported","0x00010000","7227CFAC-CA96-4680-9314-E3FBC60A2A61","No device path","UpdateCapsule_Conf_0_0_7227CFAC-CA96-4680-9314-E3FBC60A2A61.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.1","0","0","CA28D9A9-6159-4B70-B5A0-6FB3686302D2","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:267: Convert result: UNKNOWN(0001,0002) - Expected: PcCard(0x2A)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.4","0","0","36DE850B-B28D-4BFD-9EFF-BCD805A4A2F3","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:376: Convert result: UNKNOWN(0001,0005) - Expected: Ctrl(0x1234ABCD)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.37","0","0","252DF981-416A-486D-8C78-DEAE724A68EB","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText - ConvertDeviceNodeToText() must correctly recover the converting ConvertTextToDeviceNode has acted on the device node string.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:419: Convert result: UNKNOWN(0001,0006) - Expected: BMC(11, 0xC0000000D0000000)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.5","0","0","A20C1075-9BDE-42DB-8328-626A18E6079E","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:461: Convert result: UNKNOWN(0002,0002) - Expected: AcpiEx(PNP0A03,PNP0A03,0x6789A,,,)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.6","0","0","D448B8F6-2D7E-473D-AE66-9EC7BAA7F99C","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:502: Convert result: UNKNOWN(0002,0002) - Expected: AcpiEx(PNP0A03,PNP0A03,,,,)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.15","0","0","D751AA0E-B0EA-43EE-8965-054C97010A32","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() hasperformed on the device node string.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:543: Convert result: UNKNOWN(0002,0002) - Expected: AcpiExp(PNP0A03,PNP0A03,2)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.9","0","0","D00934B4-846E-4F8B-A6C9-130B1913493C","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:578: Convert result: UNKNOWN(0002,0003) - Expected: AcpiAdr(0x80010100)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.8","0","0","AC5859C4-99A9-43BC-BD20-76D436A8F971","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:651: Convert result: UNKNOWN(0003,0003) - Expected: Fibre(0x123456789ABCDEF0,0xABCDEF1234567890)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.11","0","0","B21543CC-4090-4E28-88C5-5BD629177BD9","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() hasperformed on the device node string.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:722: Convert result: UNKNOWN(0003,0006) - Expected: I2O(0x1234ABCD)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.12","0","0","4BF7BBFF-783F-4AB0-B52A-3EAB1D6EDD02","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeT oText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","/home/zfsdt/workspace/edk2-build/SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:762: Convert result: UNKNOWN(0003,0009) - Expected: Infiniband(10,A1ED07B9-5BDC-4741-ADCF-CA1E8681DD1A,1234,5678,0xABCD)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
