"Self Certification Test Report"
"Service\Protocol Name","Total","Failed","Passed"
"BootServicesTest\EventTimerandPriorityServicesTest","34","0","34"
"BootServicesTest\MemoryAllocationServicesTest","102","0","102"
"BootServicesTest\ProtocolHandlerServicesTest","1216","3","1213"
"BootServicesTest\ImageServicesTest","125","1","124"
"BootServicesTest\MiscBootServicesTest","132","3","129"
"RuntimeServicesTest\VariableServicesTest","59","5","54"
"RuntimeServicesTest\TimeServicesTest","46","2","44"
"RuntimeServicesTest\MiscRuntimeServicesTest","12","3","9"
"LoadedImageProtocolTest","1492","0","1492"
"DevicePathProcotols\DevicePathProcotolTest","13","0","13"
"DevicePathProcotols\DevicePathUtilitiesProcotolTest","21","0","21"
"DevicePathProcotols\DevicePathToTextProcotolTest","55","34","21"
"NetworkSupportTest\SimpleNetworkProtocolTest","38","0","38"
"StringServiceTest\UnicodeCollation2ProtocolTest","12","0","12"
"ConsoleSupportTest\SimpleTextInputExProtocolTest","10","0","10"
"ConsoleSupportTest\SimpleInputProtocolTest","4","0","4"
"ConsoleSupportTest\SimpleOutputProtocolTest","66","0","66"
"ConsoleSupportTest\GraphicsOutputProtocolTest","20","2","18"
"GenericTest\EFICompliantTest","35","27","8"
"MediaAccessTest\SimpleFileSystemProtocolTest","161","10","151"
"MediaAccessTest\BlockIOProtocolTest","16","0","16"
"HIITest\HIIDatabaseProtocolTest","22","4","18"
"SecureTechTest\RNGProtocolTest","10","0","10"
"Total service\Protocol","3701","94","3607"

"Service\Protocol Name","Index","Instance","Iteration","Guid","Result","Title","Runtime Information","Case Revision","Case GUID","Device Path","Logfile Name"
"RuntimeServicesTest\VariableServicesTest","","0","0","6D0740FB-388A-491F-B818-9B5CB5170F95","FAIL","RT.QueryVariableInfo - Query Auth Variable.","Attributes = Array[0]. SctPkg/TestCase/UEFI/EFI/RuntimeServices/VariableServices/BlackBoxTest/AuthVariableServicesBBTestConformance.c:308:Status - Invalid Parameter","0x00010000","28155531-80C5-4AD0-8471-A5E2AECF236C","No device path","AuthVar_Conf_0_0_28155531-80C5-4AD0-8471-A5E2AECF236C.log"
"RuntimeServicesTest\VariableServicesTest","5.2.1.3.30","0","0","AA6BF36F-DAE5-43ED-954D-C1C7979D32A0","FAIL","RT.SetVariable - The 2nd Call SetVariable with the same Data, the return status should be EFI_SECURITY_VIOLATION ","SctPkg/TestCase/UEFI/EFI/RuntimeServices/VariableServices/BlackBoxTest/AuthVariableServicesBBTestFunction.c:695:Status - Success","0x00010000","9338D0EC-807B-4750-986A-8F2A91BB3616","No device path","AuthVar_Func_0_0_9338D0EC-807B-4750-986A-8F2A91BB3616.log"
"RuntimeServicesTest\TimeServicesTest","5.2.2.2.36","0","0","EA99DEC5-B879-4C8D-BFD1-F63FE75899BF","FAIL","RT.SetTime - SetTime() returns EFI_SUCCESS to update the TimeZone at EFI_TPL_APPLICATION.","SctPkg/TestCase/UEFI/EFI/RuntimeServices/TimeServices/BlackBoxTest/TimeServicesBBTestFunction.c:714:Status - Success, TPL - 4","0x00010000","603B46BE-7E14-408A-93D7-DD9DEC732968","No device path","SetTime_Func_0_0_603B46BE-7E14-408A-93D7-DD9DEC732968.log"
"RuntimeServicesTest\TimeServicesTest","5.2.2.2.37","0","0","D9C645B9-52DE-415C-ABDC-7226CE6A30B1","FAIL","RT.SetTime - SetTime() returns EFI_SUCCESS to update the TimeZone at EFI_TPL_CALLBACK.","SctPkg/TestCase/UEFI/EFI/RuntimeServices/TimeServices/BlackBoxTest/TimeServicesBBTestFunction.c:714:Status - Success, TPL - 8","0x00010000","603B46BE-7E14-408A-93D7-DD9DEC732968","No device path","SetTime_Func_0_0_603B46BE-7E14-408A-93D7-DD9DEC732968.log"
"RuntimeServicesTest\MiscRuntimeServicesTest","5.2.4.2.2","0","0","304F6960-79D0-4F17-8811-620FC6BDB0D4","FAIL","RT.UpdateCapsule - invoke UpdateCapsule with invalid ScatterGatherList","SctPkg/TestCase/UEFI/EFI/RuntimeServices/MiscRuntimeServices/BlackBoxTest/MiscRuntimeServicesBBTestConformance.c:143:Status - Unsupported","0x00010000","7227CFAC-CA96-4680-9314-E3FBC60A2A61","No device path","UpdateCapsule_Conf_0_0_7227CFAC-CA96-4680-9314-E3FBC60A2A61.log"
"RuntimeServicesTest\MiscRuntimeServicesTest","5.2.4.2.3","0","0","18F86BF8-76CF-4225-8E3E-1B1F63432600","FAIL","RT.UpdateCapsule - invoke UpdateCapsule with invalid Flags","SctPkg/TestCase/UEFI/EFI/RuntimeServices/MiscRuntimeServices/BlackBoxTest/MiscRuntimeServicesBBTestConformance.c:177:Status - Unsupported","0x00010000","7227CFAC-CA96-4680-9314-E3FBC60A2A61","No device path","UpdateCapsule_Conf_0_0_7227CFAC-CA96-4680-9314-E3FBC60A2A61.log"
"RuntimeServicesTest\MiscRuntimeServicesTest","","0","0","145E4790-3342-4C8C-99F2-7F6500FD26E5","FAIL","RT.UpdateCapsule - invoke UpdateCapsule with invalid Flags","SctPkg/TestCase/UEFI/EFI/RuntimeServices/MiscRuntimeServices/BlackBoxTest/MiscRuntimeServicesBBTestConformance.c:209:Status - Unsupported","0x00010000","7227CFAC-CA96-4680-9314-E3FBC60A2A61","No device path","UpdateCapsule_Conf_0_0_7227CFAC-CA96-4680-9314-E3FBC60A2A61.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.1","0","0","CA28D9A9-6159-4B70-B5A0-6FB3686302D2","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:267: Convert result: UNKNOWN(0001,0002) - Expected: PcCard(0x2A)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.4","0","0","36DE850B-B28D-4BFD-9EFF-BCD805A4A2F3","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:376: Convert result: UNKNOWN(0001,0005) - Expected: Ctrl(0x1234ABCD)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.37","0","0","252DF981-416A-486D-8C78-DEAE724A68EB","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText - ConvertDeviceNodeToText() must correctly recover the converting ConvertTextToDeviceNode has acted on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:419: Convert result: UNKNOWN(0001,0006) - Expected: BMC(11, 0xC0000000D0000000)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.5","0","0","A20C1075-9BDE-42DB-8328-626A18E6079E","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:461: Convert result: UNKNOWN(0002,0002) - Expected: AcpiEx(PNP0A03,PNP0A03,0x6789A,,,)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.6","0","0","D448B8F6-2D7E-473D-AE66-9EC7BAA7F99C","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:502: Convert result: UNKNOWN(0002,0002) - Expected: AcpiEx(PNP0A03,PNP0A03,,,,)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.15","0","0","D751AA0E-B0EA-43EE-8965-054C97010A32","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() hasperformed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:543: Convert result: UNKNOWN(0002,0002) - Expected: AcpiExp(PNP0A03,PNP0A03,2)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.9","0","0","D00934B4-846E-4F8B-A6C9-130B1913493C","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:578: Convert result: UNKNOWN(0002,0003) - Expected: AcpiAdr(0x80010100)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.8","0","0","AC5859C4-99A9-43BC-BD20-76D436A8F971","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:651: Convert result: UNKNOWN(0003,0003) - Expected: Fibre(0x123456789ABCDEF0,0xABCDEF1234567890)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.11","0","0","B21543CC-4090-4E28-88C5-5BD629177BD9","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() hasperformed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:722: Convert result: UNKNOWN(0003,0006) - Expected: I2O(0x1234ABCD)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.12","0","0","4BF7BBFF-783F-4AB0-B52A-3EAB1D6EDD02","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeT oText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:762: Convert result: UNKNOWN(0003,0009) - Expected: Infiniband(10,A1ED07B9-5BDC-4741-ADCF-CA1E8681DD1A,1234,5678,0xABCD)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.13","0","0","D7A537B7-96A2-478D-A2D3-67CA68938EE2","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:797: Convert result: UNKNOWN(0003,000a) - Expected: VenPcAnsi()","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.14","0","0","EABA3B8D-0AAD-4729-B02E-B6A489DC174D","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:833: Convert result: UNKNOWN(0003,000a) - Expected: UartFlowCtrl(Hardware)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.18","0","0","77EBCE11-3621-4900-BDB2-95012ACDCA46","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:911: Convert result: UNKNOWN(0003,000c) - Expected: IPv4(12.34.56.78,TCP,Static,192.168.67.89,192.168.67.1,255.255.255.0)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.19","0","0","EF32BE73-F5B7-4545-AFD7-5EFBDC018F16","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:953: Convert result: UNKNOWN(0003,000d) - Expected: IPv6(1234:5678:ABCD:1234:5678:ABCD:1234:5678,UDP,Static,5678:ABCD:1234:5678:ABCD:1234:5678:ABCD,8,5678:ABCD:1234:5678:ABCD:1","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.25","0","0","2CCD0CBB-395F-4B76-8AE8-3F4A07984F3A","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:1066: Convert result: UNKNOWN(0003,0011) - Expected: Unit(0xAB)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.31","0","0","5B136106-CEE0-46D9-87A9-681D70F71F17","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:1179: Convert result: UNKNOWN(0004,0005) - Expected: Media(BA3A77E6-39A2-4375-A39A-108BFFCCE1AA)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.33","0","0","44F98053-BBF7-4002-9A7E-6B4D373E18FF","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:1219: Convert result: UNKNOWN(0004,0008) - Expected: Offset(0x12, 0x1234)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.38","0","0","77CDAE2C-642C-4113-B659-252342B116B6","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText - ConvertDeviceNodeToText() must correctly recover the converting ConvertTextToDeviceNode has acted on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:1259: Convert result: UNKNOWN(0004,0009) - Expected: RamDisk(0xA0000000B0000000,0xA0000000BFFFFFFF,3,BA3A77E6-39A2-4375-A39A-108BFFCCE1AA)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
"DevicePathProcotols\DevicePathToTextProcotolTest","5.4.7.1.34","0","0","44ED02E4-48C7-42DF-BE12-60C1B27FE8AB","FAIL","EFI_DEVICE_PATH_TO_TEXT_PROTOCOL.ConvertDeviceNodeToText -ConvertDeviceNodeToText() must recover the conversion that ConvertTextToDeviceNode() has performed on the device node string.","SctPkg/TestCase/UEFI/EFI/Protocol/DevicePathToText/BlackBoxTest/DevicePathToTextBBTestCoverage.c:1454: Convert result: UNKNOWN(0003,0014) - Expected: Vlan(18)","0x00010001","C843762A-8D11-46B8-8417-97A892809AB0","VenHw(E61D73B9-A384-4ACC-AEAB-82E828F3628B)","ConvertDeviceNodeToText_Coverage_0_0_C843762A-8D11-46B8-8417-97A892809AB0.log"
